tour,year,season,event_completed,event_name,event_id,player_name,dg_id,fin_text,round_num,course_name,course_num,course_par,start_hole,teetime,round_score,sg_putt,sg_arg,sg_app,sg_ott,sg_t2g,sg_total,driving_dist,driving_acc,gir,scrambling,prox_rgh,prox_fw,great_shots,poor_shots,eagles_or_better,birdies,pars,bogies,doubles_or_worse
pga,2022,2022,2022-04-10,The Masters,14,"Thomas, Justin",14139,T8,1,Augusta National Golf Club,14,72,1,11:15am,76,1.312,-1.293,-2.639,0.453,-3.479,-2.167,297.6,0.714,0.333,0.688,62.809,39.851,2,7,0,2,10,6,0
pga,2022,2022,2022-04-10,The Masters,14,"Thomas, Justin",14139,T8,2,Augusta National Golf Club,14,72,1,1:52pm,67,0.205,0.908,5.619,0.875,7.402,7.607,306.0,0.714,0.722,0.714,22.873,38.853,10,4,0,6,11,1,0
pga,2022,2022,2022-04-10,The Masters,14,"Thomas, Justin",14139,T8,3,Augusta National Golf Club,14,72,1,1:40pm,72,-1.216,1.89,3.521,-1.618,3.793,2.577,302.7,0.429,0.722,0.5,78.032,30.794,3,4,0,4,10,4,0
pga,2022,2022,2022-04-10,The Masters,14,"Thomas, Justin",14139,T8,4,Augusta National Golf Club,14,72,1,2:20pm,72,2.579,1.137,-1.118,-2.193,-2.175,0.404,297.6,0.429,0.444,0.727,66.772,32.235,5,8,0,6,7,4,1
pga,2022,2022,2022-04-10,The Masters,14,"Im, Sungjae",17488,T8,1,Augusta National Golf Club,14,72,1,1:27pm,67,3.368,0.845,0.943,1.677,3.465,6.833,302.1,0.857,0.722,0.6,9.164,37.448,6,0,1,5,10,2,0
pga,2022,2022,2022-04-10,The Masters,14,"Im, Sungjae",17488,T8,2,Augusta National Golf Club,14,72,1,9:39am,74,0.953,0.197,-0.127,-0.416,-0.347,0.607,294.7,0.643,0.5,0.5,62.585,32.549,4,7,0,3,10,5,0
pga,2022,2022,2022-04-10,The Masters,14,"Im, Sungjae",17488,T8,3,Augusta National Golf Club,14,72,1,2:40pm,71,2.183,0.977,-0.131,0.548,1.394,3.577,296.7,0.857,0.556,0.727,69.816,36.514,5,3,0,5,10,2,1
pga,2022,2022,2022-04-10,The Masters,14,"Im, Sungjae",17488,T8,4,Augusta National Golf Club,14,72,1,2:30pm,75,-2.759,-1.13,0.841,0.452,0.163,-2.596,302.9,0.643,0.667,0.375,42.077,38.059,3,7,0,3,9,6,0
pga,2022,2022,2022-04-10,The Masters,14,"Champ, Cameron",23542,T10,1,Augusta National Golf Club,14,72,1,11:59am,72,-1.348,-0.019,2.104,1.096,3.181,1.833,319.6,0.714,0.667,0.5,42.979,33.412,6,4,0,5,8,5,0
pga,2022,2022,2022-04-10,The Masters,14,"Champ, Cameron",23542,T10,2,Augusta National Golf Club,14,72,1,8:11am,75,-0.19,-0.274,1.365,-1.294,-0.204,-0.393,304.6,0.643,0.722,0.429,48.975,31.878,2,4,0,1,13,4,0
pga,2022,2022,2022-04-10,The Masters,14,"Champ, Cameron",23542,T10,3,Augusta National Golf Club,14,72,1,11:30am,71,2.275,-1.162,-0.42,2.884,1.302,3.577,319.1,0.929,0.667,0.75,55.49,33.878,5,2,0,3,13,2,0
pga,2022,2022,2022-04-10,The Masters,14,"Champ, Cameron",23542,T10,4,Augusta National Golf Club,14,72,1,1:40pm,70,0.459,0.916,0.383,0.646,1.945,2.404,312.4,0.643,0.722,0.857,63.163,34.702,5,3,0,4,12,2,0
pga,2022,2022,2022-04-10,The Masters,14,"Schwartzel, Charl",7398,T10,1,Augusta National Golf Club,14,72,1,12:21pm,72,0.623,0.461,0.171,0.578,1.21,1.833,295.7,0.857,0.722,0.6,108.485,40.722,4,2,0,2,14,2,0
pga,2022,2022,2022-04-10,The Masters,14,"Schwartzel, Charl",7398,T10,2,Augusta National Golf Club,14,72,1,8:33am,69,1.581,0.548,3.268,0.209,4.025,5.607,283.8,0.714,0.667,0.75,55.482,45.562,3,1,0,5,11,2,0
pga,2022,2022,2022-04-10,The Masters,14,"Schwartzel, Charl",7398,T10,3,Augusta National Golf Club,14,72,1,2:50pm,73,-2.907,0.374,3.967,0.143,4.484,1.577,297.7,0.643,0.722,0.571,122.545,27.472,2,3,1,2,10,5,0
pga,2022,2022,2022-04-10,The Masters,14,"Schwartzel, Charl",7398,T10,4,Augusta National Golf Club,14,72,1,2:20pm,74,0.533,1.154,-1.078,-2.206,-2.129,-1.596,301.3,0.571,0.556,0.571,56.532,39.748,3,7,0,2,12,4,0
pga,2022,2022,2022-04-10,The Masters,14,"Willett, Danny",12920,T12,1,Augusta National Golf Club,14,72,1,10:20am,69,4.129,0.348,0.376,-0.02,0.704,4.833,287.7,0.643,0.722,0.714,51.376,55.681,3,1,0,5,11,2,0
pga,2022,2022,2022-04-10,The Masters,14,"Willett, Danny",12920,T12,2,Augusta National Golf Club,14,72,1,12:57pm,74,0.871,-0.456,-1.426,1.618,-0.264,0.607,299.8,0.857,0.611,0.4,74.046,49.123,3,2,0,2,12,4,0
pga,2022,2022,2022-04-10,The Masters,14,"Willett, Danny",12920,T12,3,Augusta National Golf Club,14,72,1,1:50pm,73,3.784,0.436,-0.963,-1.68,-2.207,1.577,290.5,0.429,0.389,0.833,41.032,52.953,1,4,0,1,15,2,0
pga,2022,2022,2022-04-10,The Masters,14,"Willett, Danny",12920,T12,4,Augusta National Golf Club,14,72,1,2:10pm,73,-0.244,-0.671,-0.903,1.222,-0.352,-0.596,307.5,0.714,0.5,0.7,22.795,40.001,3,4,0,2,13,3,0
pga,2022,2022,2022-04-10,The Masters,14,"Johnson, Dustin",12422,T12,1,Augusta National Golf Club,14,72,1,2:00pm,69,0.292,2.153,2.762,-0.374,4.541,4.833,286.7,0.571,0.667,0.75,19.472,44.515,5,0,0,4,13,1,0
pga,2022,2022,2022-04-10,The Masters,14,"Johnson, Dustin",12422,T12,2,Augusta National Golf Club,14,72,1,10:12am,73,0.243,1.64,-0.53,0.253,1.363,1.607,286.6,0.714,0.5,0.667,64.161,37.362,2,3,0,1,15,2,0
pga,2022,2022,2022-04-10,The Masters,14,"Johnson, Dustin",12422,T12,3,Augusta National Golf Club,14,72,1,2:20pm,75,-0.275,-0.454,-0.846,1.151,-0.148,-0.423,297.3,0.714,0.556,0.375,83.918,59.046,3,4,0,3,9,6,0
pga,2022,2022,2022-04-10,The Masters,14,"Johnson, Dustin",12422,T12,4,Augusta National Golf Club,14,72,1,1:40pm,72,-2.696,1.207,2.514,-0.62,3.1,0.404,302.9,0.643,0.833,0.75,57.613,23.271,4,8,0,6,8,3,1
pga,2022,2022,2022-04-10,The Masters,14,"Westwood, Lee",4052,T14,1,Augusta National Golf Club,14,72,1,12:43pm,72,1.065,2.236,-1.608,0.141,0.769,1.833,288.4,0.786,0.556,0.778,47.086,48.528,3,5,0,4,10,4,0
pga,2022,2022,2022-04-10,The Masters,14,"Westwood, Lee",4052,T14,2,Augusta National Golf Club,14,72,1,8:55am,74,2.166,-1.886,2.205,-1.879,-1.559,0.607,281.4,0.5,0.556,0.6,82.415,26.939,3,4,0,3,11,3,1
pga,2022,2022,2022-04-10,The Masters,14,"Westwood, Lee",4052,T14,3,Augusta National Golf Club,14,72,1,12:50pm,73,1.128,-1.997,2.019,0.427,0.449,1.577,290.8,0.714,0.556,0.5,53.771,32.065,4,2,0,2,13,3,0
pga,2022,2022,2022-04-10,The Masters,14,"Westwood, Lee",4052,T14,4,Augusta National Golf Club,14,72,1,12:40pm,71,2.333,-0.913,-0.226,0.21,-0.929,1.404,296.8,0.714,0.667,0.333,59.883,30.25,5,5,0,5,9,4,0
pga,2022,2022,2022-04-10,The Masters,14,"Kokrak, Jason",12337,T14,1,Augusta National Golf Club,14,72,1,10:20am,70,1.315,1.638,-0.677,1.558,2.519,3.833,296.6,0.857,0.667,0.625,96.496,43.914,4,1,0,5,10,3,0
pga,2022,2022,2022-04-10,The Masters,14,"Kokrak, Jason",12337,T14,2,Augusta National Golf Club,14,72,1,12:57pm,76,-0.139,0.682,-1.656,-0.28,-1.255,-1.393,292.4,0.857,0.5,0.5,,48.155,2,6,0,2,11,4,1
pga,2022,2022,2022-04-10,The Masters,14,"Kokrak, Jason",12337,T14,3,Augusta National Golf Club,14,72,1,12:00pm,71,0.236,0.791,1.485,1.065,3.341,3.577,298.2,0.786,0.611,0.75,43.477,29.631,2,2,0,4,12,1,1
pga,2022,2022,2022-04-10,The Masters,14,"Kokrak, Jason",12337,T14,4,Augusta National Golf Club,14,72,1,2:00pm,73,0.553,-0.994,-1.964,1.809,-1.149,-0.596,309.9,0.786,0.556,0.545,34.051,51.3,3,3,0,2,13,3,0
pga,2022,2022,2022-04-10,The Masters,14,"Fitzpatrick, Matthew",17646,T14,1,Augusta National Golf Club,14,72,1,2:33pm,71,0.848,1.054,-0.299,1.231,1.985,2.833,304.7,0.714,0.556,0.875,42.209,36.145,2,1,0,2,15,1,0
pga,2022,2022,2022-04-10,The Masters,14,"Fitzpatrick, Matthew",17646,T14,2,Augusta National Golf Club,14,72,1,10:45am,73,-1.662,1.341,-0.3,2.228,3.269,1.607,303.2,0.929,0.778,0.429,54.698,54.072,1,3,0,1,15,2,0
pga,2022,2022,2022-04-10,The Masters,14,"Fitzpatrick, Matthew",17646,T14,3,Augusta National Golf Club,14,72,1,1:20pm,76,-0.122,-2.051,-0.012,0.762,-1.301,-1.423,297.4,0.643,0.5,0.25,76.96,40.034,2,3,0,3,9,5,1
pga,2022,2022,2022-04-10,The Masters,14,"Fitzpatrick, Matthew",17646,T14,4,Augusta National Golf Club,14,72,1,12:00pm,70,0.56,0.571,0.774,0.498,1.844,2.404,303.5,0.786,0.722,0.667,31.864,33.212,3,3,0,4,13,0,1
pga,2022,2022,2022-04-10,The Masters,14,"Gooch, Talor",18580,T14,1,Augusta National Golf Club,14,72,1,10:20am,72,0.043,-1.258,2.973,0.075,1.79,1.833,286.7,0.643,0.833,0.4,36.59,32.724,3,3,0,4,11,2,1
pga,2022,2022,2022-04-10,The Masters,14,"Gooch, Talor",18580,T14,2,Augusta National Golf Club,14,72,1,12:57pm,74,1.178,1.297,-2.538,0.67,-0.571,0.607,285.2,0.786,0.444,0.727,62.755,42.255,1,3,0,2,12,4,0
pga,2022,2022,2022-04-10,The Masters,14,"Gooch, Talor",18580,T14,3,Augusta National Golf Club,14,72,1,11:40am,73,2.201,0.666,-0.436,-0.854,-0.624,1.577,291.6,0.786,0.5,0.875,74.621,34.577,3,4,0,2,14,1,1
pga,2022,2022,2022-04-10,The Masters,14,"Gooch, Talor",18580,T14,4,Augusta National Golf Club,14,72,1,1:00pm,71,2.208,-1.412,0.908,-0.301,-0.804,1.404,290.7,0.786,0.611,0.714,27.029,28.623,5,3,0,3,13,2,0
pga,2022,2022,2022-04-10,The Masters,14,"Matsuyama, Hideki",13562,T14,1,Augusta National Golf Club,14,72,1,11:15am,72,-0.634,2.115,-0.606,0.958,2.467,1.833,293.9,0.786,0.5,0.7,71.41,43.205,3,2,0,3,12,3,0
pga,2022,2022,2022-04-10,The Masters,14,"Matsuyama, Hideki",13562,T14,2,Augusta National Golf Club,14,72,1,1:52pm,69,0.377,2.366,0.812,2.053,5.23,5.607,301.4,0.857,0.611,0.778,82.468,33.74,5,4,0,4,13,1,0
pga,2022,2022,2022-04-10,The Masters,14,"Matsuyama, Hideki",13562,T14,3,Augusta National Golf Club,14,72,1,2:30pm,77,-2.409,0.88,-0.613,-0.281,-0.014,-2.423,296.1,0.643,0.5,0.5,80.68,33.672,3,7,0,2,10,5,1
pga,2022,2022,2022-04-10,The Masters,14,"Matsuyama, Hideki",13562,T14,4,Augusta National Golf Club,14,72,1,1:10pm,72,-0.367,-0.814,1.522,0.063,0.771,0.404,304.1,0.643,0.611,0.545,63.228,41.606,5,7,0,5,8,5,0
pga,2022,2022,2022-04-10,The Masters,14,"Fleetwood, Tommy",12294,T14,1,Augusta National Golf Club,14,72,1,10:42am,75,-0.289,-0.22,-1.626,0.969,-0.877,-1.167,298.8,0.643,0.667,0.429,76.966,48.639,4,5,0,5,7,5,1
pga,2022,2022,2022-04-10,The Masters,14,"Fleetwood, Tommy",12294,T14,2,Augusta National Golf Club,14,72,1,1:19pm,72,1.465,0.692,-0.411,0.861,1.142,2.607,308.7,0.714,0.667,0.857,141.488,51.721,3,4,0,3,13,1,1
pga,2022,2022,2022-04-10,The Masters,14,"Fleetwood, Tommy",12294,T14,3,Augusta National Golf Club,14,72,1,11:00am,70,1.014,1.881,-0.29,1.971,3.563,4.577,301.5,0.929,0.556,0.9,45.177,44.192,3,2,0,4,12,2,0
pga,2022,2022,2022-04-10,The Masters,14,"Fleetwood, Tommy",12294,T14,4,Augusta National Golf Club,14,72,1,2:00pm,73,-1.902,-0.45,1.14,0.616,1.306,-0.596,306.8,0.643,0.778,0.5,24.284,33.212,3,5,0,1,15,2,0
pga,2022,2022,2022-04-10,The Masters,14,"Higgs, Harry",14140,T14,1,Augusta National Golf Club,14,72,1,9:36am,71,-1.252,0.509,3.123,0.452,4.085,2.833,296.9,0.857,0.778,0.5,13.806,36.521,7,5,0,5,9,4,0
pga,2022,2022,2022-04-10,The Masters,14,"Higgs, Harry",14140,T14,2,Augusta National Golf Club,14,72,1,12:13pm,75,-1.127,-1.423,2.672,-0.515,0.734,-0.393,297.5,0.571,0.667,0.556,48.861,49.009,3,5,0,1,13,4,0
pga,2022,2022,2022-04-10,The Masters,14,"Higgs, Harry",14140,T14,3,Augusta National Golf Club,14,72,1,12:10pm,73,0.443,0.992,-0.144,0.286,1.134,1.577,292.6,0.714,0.556,0.545,52.688,43.752,2,2,0,3,11,4,0
pga,2022,2022,2022-04-10,The Masters,14,"Higgs, Harry",14140,T14,4,Augusta National Golf Club,14,72,1,12:40pm,71,0.553,-0.467,1.099,0.218,0.851,1.404,296.9,0.786,0.611,0.667,49.845,32.291,4,4,1,3,11,2,1
pga,2022,2022,2022-04-10,The Masters,14,"Lee, Min Woo",16841,T14,1,Augusta National Golf Club,14,72,1,9:25am,73,3.414,-1.561,-1.899,0.88,-2.58,0.833,307.2,0.714,0.556,0.545,41.123,44.018,6,6,0,5,8,4,1
pga,2022,2022,2022-04-10,The Masters,14,"Lee, Min Woo",16841,T14,2,Augusta National Golf Club,14,72,1,12:02pm,75,0.701,-0.996,-0.278,0.18,-1.094,-0.393,290.5,0.786,0.611,0.333,37.748,42.774,3,5,0,3,9,6,0
pga,2022,2022,2022-04-10,The Masters,14,"Lee, Min Woo",16841,T14,3,Augusta National Golf Club,14,72,1,10:30am,72,1.807,1.094,1.445,-1.769,0.77,2.577,306.8,0.5,0.5,0.556,94.433,34.12,5,3,0,3,12,3,0
pga,2022,2022,2022-04-10,The Masters,14,"Lee, Min Woo",16841,T14,4,Augusta National Golf Club,14,72,1,12:30pm,70,0.716,0.467,-0.651,1.872,1.688,2.404,320.7,0.857,0.611,0.727,53.893,29.633,5,6,1,5,7,5,0
pga,2022,2022,2022-04-10,The Masters,14,"Na, Kevin",7452,T14,1,Augusta National Golf Club,14,72,1,10:31am,71,0.275,0.924,2.017,-0.383,2.558,2.833,276.2,0.643,0.667,0.5,89.077,32.946,2,4,0,5,9,4,0
pga,2022,2022,2022-04-10,The Masters,14,"Na, Kevin",7452,T14,2,Augusta National Golf Club,14,72,1,1:08pm,71,2.125,-0.897,1.858,0.521,1.482,3.607,272.9,1.0,0.667,0.556,,41.289,3,2,0,5,9,4,0
pga,2022,2022,2022-04-10,The Masters,14,"Na, Kevin",7452,T14,3,Augusta National Golf Club,14,72,1,2:20pm,79,-4.248,-0.924,1.633,-0.885,-0.176,-4.423,273.7,0.786,0.722,0.333,98.095,44.25,2,7,0,1,11,5,1
pga,2022,2022,2022-04-10,The Masters,14,"Na, Kevin",7452,T14,4,Augusta National Golf Club,14,72,1,11:30am,69,-0.071,-0.15,3.883,-0.259,3.475,3.404,280.9,0.857,0.778,0.75,138.734,36.431,5,2,0,5,11,2,0
pga,2022,2022,2022-04-10,The Masters,14,"Varner III, Harold",16602,T23,1,Augusta National Golf Club,14,72,1,1:38pm,71,2.043,-0.623,1.256,0.157,0.79,2.833,292.6,0.714,0.611,0.636,61.863,44.112,3,7,1,4,8,5,0
pga,2022,2022,2022-04-10,The Masters,14,"Varner III, Harold",16602,T23,2,Augusta National Golf Club,14,72,1,9:50am,71,0.118,1.691,0.699,1.098,3.488,3.607,300.4,0.786,0.556,0.727,162.981,34.83,2,2,0,4,11,3,0
pga,2022,2022,2022-04-10,The Masters,14,"Varner III, Harold",16602,T23,3,Augusta National Golf Club,14,72,1,2:30pm,80,-1.242,0.487,-3.856,-0.811,-4.181,-5.423,291.1,0.643,0.278,0.417,69.603,43.449,2,9,0,1,8,9,0
pga,2022,2022,2022-04-10,The Masters,14,"Varner III, Harold",16602,T23,4,Augusta National Golf Club,14,72,1,11:10am,69,1.133,-0.785,2.213,0.844,2.271,3.404,308.4,0.714,0.833,0.429,38.498,29.93,4,3,0,5,11,2,0
pga,2022,2022,2022-04-10,The Masters,14,"MacIntyre, Robert",23323,T23,1,Augusta National Golf Club,14,72,1,12:21pm,73,0.07,0.502,-1.017,1.278,0.763,0.833,300.7,0.786,0.444,0.667,97.15,35.398,5,4,0,3,12,2,1
pga,2022,2022,2022-04-10,The Masters,14,"MacIntyre, Robert",23323,T23,2,Augusta National Golf Club,14,72,1,8:33am,73,0.733,-0.857,1.709,0.022,0.873,1.607,281.8,0.786,0.5,0.5,78.84,51.584,3,6,0,4,9,5,0
pga,2022,2022,2022-04-10,The Masters,14,"MacIntyre, Robert",23323,T23,3,Augusta National Golf Club,14,72,1,12:50pm,76,0.174,1.34,-1.182,-1.756,-1.597,-1.423,298.6,0.714,0.333,0.75,32.993,40.953,0,2,0,0,15,2,1
pga,2022,2022,2022-04-10,The Masters,14,"MacIntyre, Robert",23323,T23,4,Augusta National Golf Club,14,72,1,11:10am,69,1.153,0.982,0.943,0.325,2.25,3.404,312.5,0.643,0.722,0.857,22.143,31.811,3,3,0,5,11,2,0
pga,2022,2022,2022-04-10,The Masters,14,"Garcia, Sergio",5689,T23,1,Augusta National Golf Club,14,72,1,1:38pm,72,-0.254,-0.626,2.603,0.11,2.087,1.833,305.6,0.714,0.833,0.25,17.192,30.058,4,4,0,4,10,4,0
pga,2022,2022,2022-04-10,The Masters,14,"Garcia, Sergio",5689,T23,2,Augusta National Golf Club,14,72,1,9:50am,74,-1.718,-1.798,2.253,1.87,2.324,0.607,305.3,0.714,0.778,0.6,43.318,43.408,4,5,0,5,8,4,1
pga,2022,2022,2022-04-10,The Masters,14,"Garcia, Sergio",5689,T23,3,Augusta National Golf Club,14,72,1,12:40pm,74,0.862,-0.083,2.059,-2.261,-0.285,0.577,295.1,0.429,0.5,0.75,25.731,39.561,2,6,0,2,12,4,0
pga,2022,2022,2022-04-10,The Masters,14,"Garcia, Sergio",5689,T23,4,Augusta National Golf Club,14,72,1,12:10pm,71,0.426,1.374,-0.134,-0.261,0.978,1.404,304.1,0.571,0.667,0.667,20.989,42.147,2,5,0,4,12,1,1
pga,2022,2022,2022-04-10,The Masters,14,"Spaun, J.J.",17536,T23,1,Augusta National Golf Club,14,72,1,8:30am,74,-0.309,0.602,-0.282,-0.177,0.143,-0.167,292.3,0.714,0.444,0.667,29.632,40.993,2,5,0,1,15,1,1
pga,2022,2022,2022-04-10,The Masters,14,"Spaun, J.J.",17536,T23,2,Augusta National Golf Club,14,72,1,10:56am,70,2.933,-0.151,0.949,0.876,1.673,4.607,279.7,1.0,0.722,0.4,,37.322,4,0,0,5,10,3,0
pga,2022,2022,2022-04-10,The Masters,14,"Spaun, J.J.",17536,T23,3,Augusta National Golf Club,14,72,1,1:20pm,75,-0.223,0.427,-1.136,0.508,-0.2,-0.423,287.2,0.786,0.556,0.7,40.647,48.953,3,3,0,1,13,4,0
pga,2022,2022,2022-04-10,The Masters,14,"Spaun, J.J.",17536,T23,4,Augusta National Golf Club,14,72,1,12:30pm,72,-1.668,-0.645,2.93,-0.213,2.072,0.404,291.6,0.714,0.833,0.5,20.599,31.913,2,4,0,4,10,4,0
